Nlemma,overall,1_sg,1_sg_rel,1_pl,1_pl_rel,2_sg,2_sg_rel,2_pl,2_pl_rel,2Hon_sg,2Hon_sg_rel,2Hon_pl,2Hon_pl_rel,3Hon_sg,3Hon_sg_rel,3Hon_pl,3Hon_pl_rel
fröhlich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
fröhliche,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
fünfzigjährig,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
freiheitsbegehrend,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wahnsinn,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wahnmochinger,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
entsetzlich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wagscheitl,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wachtmeisterlein,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Votze,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
erkennend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Vollidiot,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
fliehend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Volksschullehrer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
evolutionsgläubig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Vogelwelt,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
falsch,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
feige,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Viehhändler,1,0,0.0,0,0.0,0,0.0,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
fern,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Vieh,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Vetter,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Volksvertreter,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zentrumsbonze,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zentrumsabgeordneter,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zeitungsschreiber,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zeitungsmensch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zeitungsleute,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ausgekocht,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ausgeschlossen,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
auslanddeutsch,1,0,0.0,0,0.0,0,0.0,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
deutschvölkisch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zausel,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zauberwort,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
auslandsdeutsch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zauberer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zahl,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zackentrompete,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Xanthippe,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
auswärtig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Würstchen,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zeit,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zymbalum mundi,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zwerg-Pferdehändler,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zwerg,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zweifler,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zuteiler,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
achtzehnjährig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zuhörer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zooleute,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
arbeiterabstinent,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zonenchef,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zipel,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zionist,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zieper,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
allerbeste,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
angehörig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Zerstörer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
anständig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
anwesend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
afrikareisend,1,0,0.0,0,0.0,0,0.0,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
Wilhelm,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wildkatze,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
blond,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wiener,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
bluthundeigen,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Wichser,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
blöddeutsch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Westfale,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wähler,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
braungelockt,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
brav,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Westberliner,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wessi,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
delegiert,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Werkzeugmaschinenbauer ,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Werkleute,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Werk,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
deutschnational,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
braun,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wuschelkopf,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wunschmaid,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
behindert,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
beneidenswert,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
beschäftigt,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wohnungsbauer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wladimir,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wiw,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
blind,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Witzbold,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
besonnen,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wirt,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Winnetah,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Winkel,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
besser,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
betagt,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
bleiern,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Windbeutel,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
besiegt,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Teufelssohn,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Teufelskrampen,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
lieblich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tertianer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tepp,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tenor,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Teilnehmer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
link,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gebildet,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Taumelstätte,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Taugenichts,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tatjana,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Taschendieb,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
lustig,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tarniff,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tanzjüngling,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tamburin,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
liute,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Torfbauer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
inspiratorisch,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
intern,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
irre,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tischlermeister,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tiroler,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
kriegsgefangen,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tiger,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Teufelszunge,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
kundig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
körperbehindert,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tiefenorter,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Thälmannpionier,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
lang,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
lebendig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
legal,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
letzt,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Theatermacher,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tierleute,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Städter,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
nachwachsend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Studentlein,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Student ,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
national,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Strohsackszipfel,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Strohsack,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Strohkopf,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
menschlich,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
nationaldeutsch,1,0,0.0,0,0.0,0,0.0,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
Streber,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stratege,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Strafgefangener,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stoffwechsel-Beschleuniger,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stocknarr,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
nichtfromm,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
nichtswürdig,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stiller,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Strick,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
missraten,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
mitarbeitend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
mitkämpfend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tabakarbeiter,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
mitreisend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Südwester,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
mittelmäßig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
mutlos,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Störenfried,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sägefisch,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Synagogendiener,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Supplikant,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Suhler,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
müde,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Subjekt,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stürmer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stückwerk,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stück,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Söldner,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gescheit,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geschoren,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Vater Adam,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Vater,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Urenkel,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unzucht,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unverstand,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unterzeichneter,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tourist,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unmensch,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unkraut,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Universitätslehrer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unheil,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gnadenvoll,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unglückskind,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unglücksbengel,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gnädig,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
goldreiftragend,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Unterprimaner,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Verkäufer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gebunden,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gebärend,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Verkehrsanstalt,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geduldig,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Vergessensein,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Verehrer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Verderben,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gesamtdeutsch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geistig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geistlich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Verbrecherpack,1,0,0.0,0,0.0,0,0.0,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
Verbrecher,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Venus Reflectoria,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gelernt,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gerettet,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Velichenduft,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geröstet,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gegenwärtig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
halbgebildet,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Träumer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
heilgeblieben,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Trotzkopf,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
heimatvertrieben,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
heimlich,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Trost,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
herrlich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gottgeliebt,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Trine,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
